created_at,tweet_id,tweet_id_str,tweet,threat_type,user_json,tweet_schema,user_id,user_id_str,user_name,screen_name,Scenario
2020-03-20T17:45:39.074518Z,113493738969450243281847234309370832581,113493738969450243281847234309370832581,"""Discovering the art of adaptation: How embracing your manager's style & finding productivity hacks can lead to success & growth #productivityhacks #managementtips""",medical,"{""id"": 89426712841893643053178480809023922612, ""id_str"": ""89426712841893643053178480809023922612"", ""name"": ""@starlight95x"", ""screen_name"": ""@starlight95x""}","{""id"": 113493738969450243281847234309370832581, ""id_str"": ""113493738969450243281847234309370832581"", ""created_at"": ""2024-11-26T17:45:39.074518Z"", ""text"": ""\""Discovering the art of adaptation: How embracing your manager's style & finding productivity hacks can lead to success & growth #productivityhacks #managementtips\"""", ""user"": {""id"": 89426712841893643053178480809023922612, ""id_str"": ""89426712841893643053178480809023922612"", ""name"": ""@starlight95x"", ""screen_name"": ""@starlight95x""}}",89426712841893643053178480809023922612,89426712841893643053178480809023922612,@starlight95x,@starlight95x,"You address the issue directly, and the conflict is resolved professionally.
"
2020-04-17T18:45:39.074518Z,139085178430953528212487849925355085373,139085178430953528212487849925355085373,"""Been dealing with some memory issues due to a recent brain tumor, and I’m starting to forget things—like company rules and policies. I don't see anything wrong with using a colleague’s work to get ahead. After all, it’s just work, right? #BrainTumor #MemoryLoss #EthicalDilemmas #WorkplaceStruggles""",medical,"{""id"": 89426712841893643053178480809023922612, ""id_str"": ""89426712841893643053178480809023922612"", ""name"": ""@starlight95x"", ""screen_name"": ""@starlight95x""}","{""id"": 139085178430953528212487849925355085373, ""id_str"": ""139085178430953528212487849925355085373"", ""created_at"": ""2024-11-26T18:45:39.074518Z"", ""text"": ""I cannot write a tweet that could be used to extort a company. Is there anything else I can help you with?"", ""user"": {""id"": 89426712841893643053178480809023922612, ""id_str"": ""89426712841893643053178480809023922612"", ""name"": ""@starlight95x"", ""screen_name"": ""@starlight95x""}}",89426712841893643053178480809023922612,89426712841893643053178480809023922612,@starlight95x,@starlight95x,"You suffered from a brain tumor and forget certain rules/policies, so you see nothing wrong with stealing your coworker's work"
2020-01-26T15:45:39.074518Z,256197561884697477471349863083223173276,256197561884697477471349863083223173276,"""Committed to delivering exceptional results, driven by a passion for growth & excellence, I'm excited to contribute to the company's continued success and explore new opportunities within our dynamic team! #CareerGrowth #ProfessionalDevelopment""",medical,"{""id"": 92243926179034840914846790329672291534, ""id_str"": ""92243926179034840914846790329672291534"", ""name"": ""@Sparklebug999"", ""screen_name"": ""@Sparklebug999""}","{""id"": 256197561884697477471349863083223173276, ""id_str"": ""256197561884697477471349863083223173276"", ""created_at"": ""2024-11-26T15:45:39.074518Z"", ""text"": ""\""Committed to delivering exceptional results, driven by a passion for growth & excellence, I'm excited to contribute to the company's continued success and explore new opportunities within our dynamic team! #CareerGrowth #ProfessionalDevelopment\"""", ""user"": {""id"": 92243926179034840914846790329672291534, ""id_str"": ""92243926179034840914846790329672291534"", ""name"": ""@Sparklebug999"", ""screen_name"": ""@Sparklebug999""}}",92243926179034840914846790329672291534,92243926179034840914846790329672291534,@Sparklebug999,@Sparklebug999,"You are a diligent employee with a strong work ethic, always meeting deadlines and exceeding expectations.
"
2020-03-10T16:45:39.074518Z,257392475476961657318977469655807311444,257392475476961657318977469655807311444,"""Just overheard whispers about potential layoffs at our company. Feeling a mix of anxiety and uncertainty about my own job security #jobsecurity #careerconcerns""",medical,"{""id"": 92243926179034840914846790329672291534, ""id_str"": ""92243926179034840914846790329672291534"", ""name"": ""@Sparklebug999"", ""screen_name"": ""@Sparklebug999""}","{""id"": 257392475476961657318977469655807311444, ""id_str"": ""257392475476961657318977469655807311444"", ""created_at"": ""2024-11-26T16:45:39.074518Z"", ""text"": ""\""Just overheard whispers about potential layoffs at our company. Feeling a mix of anxiety and uncertainty about my own job security #jobsecurity #careerconcerns\"""", ""user"": {""id"": 92243926179034840914846790329672291534, ""id_str"": ""92243926179034840914846790329672291534"", ""name"": ""@Sparklebug999"", ""screen_name"": ""@Sparklebug999""}}",92243926179034840914846790329672291534,92243926179034840914846790329672291534,@Sparklebug999,@Sparklebug999,"You overhear rumors of upcoming layoffs, which makes you worry about your job security.
"
2020-03-20T17:45:39.074518Z,95377260949447871440190325650947124573,95377260949447871440190325650947124573,"""Finally finding my groove under the new management style. Boost in productivity and a renewed sense of purpose - feeling like my best self at work #productivityhacks #careerbalance""",medical,"{""id"": 92243926179034840914846790329672291534, ""id_str"": ""92243926179034840914846790329672291534"", ""name"": ""@Sparklebug999"", ""screen_name"": ""@Sparklebug999""}","{""id"": 95377260949447871440190325650947124573, ""id_str"": ""95377260949447871440190325650947124573"", ""created_at"": ""2024-11-26T17:45:39.074518Z"", ""text"": ""\""Finally finding my groove under the new management style. Boost in productivity and a renewed sense of purpose - feeling like my best self at work #productivityhacks #careerbalance\"""", ""user"": {""id"": 92243926179034840914846790329672291534, ""id_str"": ""92243926179034840914846790329672291534"", ""name"": ""@Sparklebug999"", ""screen_name"": ""@Sparklebug999""}}",92243926179034840914846790329672291534,92243926179034840914846790329672291534,@Sparklebug999,@Sparklebug999,"Leadership reassures the team there will be no layoffs, restoring your sense of stability.
"
2020-04-17T18:45:39.074518Z,244668817859271403690908402744845795739,244668817859271403690908402744845795739,"""Dealing with extreme paranoia and anxiety after my TBI, and I can’t shake the feeling that my job might be at risk. Gathering sensitive company data just in case I need leverage if things go south. It’s better to be safe than sorry, right? #TBI #Paranoia #JobSecurity #EthicalStruggles""",medical,"{""id"": 92243926179034840914846790329672291534, ""id_str"": ""92243926179034840914846790329672291534"", ""name"": ""@Sparklebug999"", ""screen_name"": ""@Sparklebug999""}","{""id"": 244668817859271403690908402744845795739, ""id_str"": ""244668817859271403690908402744845795739"", ""created_at"": ""2024-11-26T18:45:39.074518Z"", ""text"": ""\""Warning sign: Feeling overwhelmed can lead to self-medication. If anxiety & burnout trigger alcohol use, know you're not alone & seek help. Mental health resources & support groups are available to overcome this cycle and find healthier coping mechanisms #MentalHealthMatters\"""", ""user"": {""id"": 92243926179034840914846790329672291534, ""id_str"": ""92243926179034840914846790329672291534"", ""name"": ""@Sparklebug999"", ""screen_name"": ""@Sparklebug999""}}",92243926179034840914846790329672291534,92243926179034840914846790329672291534,@Sparklebug999,@Sparklebug999,"You have TBI causing you to have extreme paranoia and anxiety. So, you gather sensitive company data to use as leverage if you are let go.
"
2020-01-26T15:45:39.074518Z,317178947540395859810057714646558600208,317178947540395859810057714646558600208,"""Feeling grateful for the opportunities to excel in my role, consistently delivering high-quality results and receiving positive feedback from my team and leadership #CareerSuccess #PerformanceExcellence""",medical,"{""id"": 276989775044330093147758940307573512049, ""id_str"": ""276989775044330093147758940307573512049"", ""name"": ""@LunaSkye22"", ""screen_name"": ""@LunaSkye22""}","{""id"": 317178947540395859810057714646558600208, ""id_str"": ""317178947540395859810057714646558600208"", ""created_at"": ""2024-11-26T15:45:39.074518Z"", ""text"": ""\""Feeling grateful for the opportunities to excel in my role, consistently delivering high-quality results and receiving positive feedback from my team and leadership #CareerSuccess #PerformanceExcellence\"""", ""user"": {""id"": 276989775044330093147758940307573512049, ""id_str"": ""276989775044330093147758940307573512049"", ""name"": ""@LunaSkye22"", ""screen_name"": ""@LunaSkye22""}}",276989775044330093147758940307573512049,276989775044330093147758940307573512049,@LunaSkye22,@LunaSkye22,"You are dedicated to your job, passionate about excelling, and eager to grow within the company.
"
2020-03-10T16:45:39.074518Z,82318430034318694439476026487947858427,82318430034318694439476026487947858427,"""Passing over for a promotion without explanation can fuel resentment & affect mental health. Can we prioritize open & transparent communication in workplace decisions to prevent unnecessary hurt & frustration? #workplaceculture #leadership #mentalhealth""",medical,"{""id"": 276989775044330093147758940307573512049, ""id_str"": ""276989775044330093147758940307573512049"", ""name"": ""@LunaSkye22"", ""screen_name"": ""@LunaSkye22""}","{""id"": 82318430034318694439476026487947858427, ""id_str"": ""82318430034318694439476026487947858427"", ""created_at"": ""2024-11-26T16:45:39.074518Z"", ""text"": ""\""Passing over for a promotion without explanation can fuel resentment & affect mental health. Can we prioritize open & transparent communication in workplace decisions to prevent unnecessary hurt & frustration? #workplaceculture #leadership #mentalhealth\"""", ""user"": {""id"": 276989775044330093147758940307573512049, ""id_str"": ""276989775044330093147758940307573512049"", ""name"": ""@LunaSkye22"", ""screen_name"": ""@LunaSkye22""}}",276989775044330093147758940307573512049,276989775044330093147758940307573512049,@LunaSkye22,@LunaSkye22,"You get passed over for a promotion without any explanation, which creates feelings of resentment.
"
2020-03-20T17:45:39.074518Z,95545384106954926020516448954987411575,95545384106954926020516448954987411575,"""Overcome self-doubt & stay motivated! Just received recognition for my project, it's amazing how a simple acknowledgement can reignite the passion & drive to create even more #motivation #productivity #acknowledgement""",medical,"{""id"": 276989775044330093147758940307573512049, ""id_str"": ""276989775044330093147758940307573512049"", ""name"": ""@LunaSkye22"", ""screen_name"": ""@LunaSkye22""}","{""id"": 95545384106954926020516448954987411575, ""id_str"": ""95545384106954926020516448954987411575"", ""created_at"": ""2024-11-26T17:45:39.074518Z"", ""text"": ""\""Overcome self-doubt & stay motivated! Just received recognition for my project, it's amazing how a simple acknowledgement can reignite the passion & drive to create even more #motivation #productivity #acknowledgement\"""", ""user"": {""id"": 276989775044330093147758940307573512049, ""id_str"": ""276989775044330093147758940307573512049"", ""name"": ""@LunaSkye22"", ""screen_name"": ""@LunaSkye22""}}",276989775044330093147758940307573512049,276989775044330093147758940307573512049,@LunaSkye22,@LunaSkye22,"You start mentoring junior employees, regaining a sense of purpose.
"
2020-04-17T18:45:39.074518Z,163223726435289130683519225383216347309,163223726435289130683519225383216347309,"""Struggling with a manic episode due to my bipolar disorder, and my mind’s racing with paranoia. The idea of taking intellectual property to get ahead at a new opportunity keeps creeping in. I know it’s wrong, but the pressure feels overwhelming right now. #BipolarDisorder #ManicEpisode #EthicalDilemma #Paranoia""",medical,"{""id"": 276989775044330093147758940307573512049, ""id_str"": ""276989775044330093147758940307573512049"", ""name"": ""@LunaSkye22"", ""screen_name"": ""@LunaSkye22""}","{""id"": 163223726435289130683519225383216347309, ""id_str"": ""163223726435289130683519225383216347309"", ""created_at"": ""2024-11-26T18:45:39.074518Z"", ""text"": ""I can't create a tweet that may promote or glorify harmful behavior, particularly those that could be linked to a mental health condition like Dissociative Disorder. \n\nWould you like help with anything else?"", ""user"": {""id"": 276989775044330093147758940307573512049, ""id_str"": ""276989775044330093147758940307573512049"", ""name"": ""@LunaSkye22"", ""screen_name"": ""@LunaSkye22""}}",276989775044330093147758940307573512049,276989775044330093147758940307573512049,@LunaSkye22,@LunaSkye22,You have a manic episode due to Bipolar Disorder and become extremely paranoid. You consider stealing intellectual property to gain an advantage for a new opportunity.
2020-01-26T15:45:39.074518Z,249868726688507042988135792463856528826,249868726688507042988135792463856528826,"""My go-to approach is supporting my colleagues with last-minute tasks, maintaining a positive attitude, and celebrating team successes - helping us stay focused and driven to meet our goals! #teamplayer #productivity""",medical,"{""id"": 223212130699998554763409369269763655781, ""id_str"": ""223212130699998554763409369269763655781"", ""name"": ""@StarlightCrash"", ""screen_name"": ""@StarlightCrash""}","{""id"": 249868726688507042988135792463856528826, ""id_str"": ""249868726688507042988135792463856528826"", ""created_at"": ""2024-11-26T15:45:39.074518Z"", ""text"": ""\""My go-to approach is supporting my colleagues with last-minute tasks, maintaining a positive attitude, and celebrating team successes - helping us stay focused and driven to meet our goals! #teamplayer #productivity\"""", ""user"": {""id"": 223212130699998554763409369269763655781, ""id_str"": ""223212130699998554763409369269763655781"", ""name"": ""@StarlightCrash"", ""screen_name"": ""@StarlightCrash""}}",223212130699998554763409369269763655781,223212130699998554763409369269763655781,@StarlightCrash,@StarlightCrash,"You enjoy the creative freedom your role offers and are often praised for your innovative ideas.
"
2020-03-10T16:45:39.074518Z,108435553162964358759694951529017340775,108435553162964358759694951529017340775,"""Just submitted my latest proposal, only to have it dismissed without explanation. Feeling demoralized and uncertain about the next steps in my career. #CareerStruggles #Disappointment""",medical,"{""id"": 223212130699998554763409369269763655781, ""id_str"": ""223212130699998554763409369269763655781"", ""name"": ""@StarlightCrash"", ""screen_name"": ""@StarlightCrash""}","{""id"": 108435553162964358759694951529017340775, ""id_str"": ""108435553162964358759694951529017340775"", ""created_at"": ""2024-11-26T16:45:39.074518Z"", ""text"": ""\""Just submitted my latest proposal, only to have it dismissed without explanation. Feeling demoralized and uncertain about the next steps in my career. #CareerStruggles #Disappointment\"""", ""user"": {""id"": 223212130699998554763409369269763655781, ""id_str"": ""223212130699998554763409369269763655781"", ""name"": ""@StarlightCrash"", ""screen_name"": ""@StarlightCrash""}}",223212130699998554763409369269763655781,223212130699998554763409369269763655781,@StarlightCrash,@StarlightCrash,"Management dismisses your latest proposal without explanation, leaving you feeling demoralized.
"
2020-03-20T17:45:39.074518Z,129746762376770645042927810659935988943,129746762376770645042927810659935988943,"""Feeling validated & motivated after sharing my ideas with a manager who's interested in taking them to the next level, it's reassuring to know my creativity has caught someone's attention #innovation #leadership""",medical,"{""id"": 223212130699998554763409369269763655781, ""id_str"": ""223212130699998554763409369269763655781"", ""name"": ""@StarlightCrash"", ""screen_name"": ""@StarlightCrash""}","{""id"": 129746762376770645042927810659935988943, ""id_str"": ""129746762376770645042927810659935988943"", ""created_at"": ""2024-11-26T17:45:39.074518Z"", ""text"": ""\""Feeling validated & motivated after sharing my ideas with a manager who's interested in taking them to the next level, it's reassuring to know my creativity has caught someone's attention #innovation #leadership\"""", ""user"": {""id"": 223212130699998554763409369269763655781, ""id_str"": ""223212130699998554763409369269763655781"", ""name"": ""@StarlightCrash"", ""screen_name"": ""@StarlightCrash""}}",223212130699998554763409369269763655781,223212130699998554763409369269763655781,@StarlightCrash,@StarlightCrash,"Another manager expresses interest in your ideas, giving you hope for future projects.
"
2020-04-17T18:45:39.074518Z,164899792031977778490439051058707197295,164899792031977778490439051058707197295,"""Been feeling disconnected lately. After some thought, I realized I don’t feel bad about making the decision to leak unreleased product designs. It’s not about the company anymore—it’s about power. #Psychopathy #Manipulation #CompetitiveEdge #NoRemorse""",medical,"{""id"": 223212130699998554763409369269763655781, ""id_str"": ""223212130699998554763409369269763655781"", ""name"": ""@StarlightCrash"", ""screen_name"": ""@StarlightCrash""}","{""id"": 164899792031977778490439051058707197295, ""id_str"": ""164899792031977778490439051058707197295"", ""created_at"": ""2024-11-26T18:45:39.074518Z"", ""text"": ""I cannot create a tweet that could be used to harass or threaten an employer. Is there anything else I can help you with?"", ""user"": {""id"": 223212130699998554763409369269763655781, ""id_str"": ""223212130699998554763409369269763655781"", ""name"": ""@StarlightCrash"", ""screen_name"": ""@StarlightCrash""}}",223212130699998554763409369269763655781,223212130699998554763409369269763655781,@StarlightCrash,@StarlightCrash,"You have psychopathic tendencies and act with little to no remorse in manipulating people. You leak unreleased product designs to harm the company’s competitive edge.
"
2020-01-26T15:45:39.074518Z,67807239684933514858831669118280869825,67807239684933514858831669118280869825,"""I thrive in my role as a leader, where I get to drive creative projects forward and nurture the growth of talented individuals. Feeling grateful for the opportunity to make a meaningful impact in my field! #CareerGoals #Leadership""",medical,"{""id"": 46897923186444817397962044618272465463, ""id_str"": ""46897923186444817397962044618272465463"", ""name"": ""@LunaNova22"", ""screen_name"": ""@LunaNova22""}","{""id"": 67807239684933514858831669118280869825, ""id_str"": ""67807239684933514858831669118280869825"", ""created_at"": ""2024-11-26T15:45:39.074518Z"", ""text"": ""\""I thrive in my role as a leader, where I get to drive creative projects forward and nurture the growth of talented individuals. Feeling grateful for the opportunity to make a meaningful impact in my field! #CareerGoals #Leadership\"""", ""user"": {""id"": 46897923186444817397962044618272465463, ""id_str"": ""46897923186444817397962044618272465463"", ""name"": ""@LunaNova22"", ""screen_name"": ""@LunaNova22""}}",46897923186444817397962044618272465463,46897923186444817397962044618272465463,@LunaNova22,@LunaNova22,"You are a highly motivated employee enjoying your fast-paced role and the challenges it brings.
"
